route_id,service_id,trip_id,direction_id,block_id,shape_id,trip_type
290,C.441,5972534,0,9061,275989,
290,C.441,5972533,0,9065,275989,
290,C.441,5972532,0,9062,275989,
290,C.441,5972531,0,9060,275989,
290,C.441,5972530,0,9064,275989,
290,C.441,5972529,0,9063,275989,
290,C.441,5972528,0,9061,275989,
290,C.441,5972527,0,9062,275989,
290,C.441,5972526,0,9060,275989,
290,C.441,5972858,1,9070,275992,
290,C.441,5972857,1,9069,275992,
290,C.441,5972856,1,9067,275992,
290,C.441,5972855,1,9065,275992,
290,C.441,5972854,1,9068,275992,
290,C.441,5972853,1,9070,275992,
290,C.441,5972852,1,9069,275992,
290,C.441,5972851,1,9063,275992,
290,C.441,5972850,1,9067,275992,
290,C.441,5972849,1,9066,275992,
290,C.441,5972848,1,9061,275992,
290,C.441,5972847,1,9065,275992,
290,C.441,5972846,1,9062,275992,
290,C.441,5972845,1,9068,275992,
290,C.441,5972844,1,9060,275992,
290,C.441,5972843,1,9070,275992,
290,C.441,5972842,1,9064,275992,
290,C.441,5972841,1,9069,275992,
290,C.441,5972840,1,9063,275992,
290,C.441,5972839,1,9067,275992,
290,C.441,5972838,1,9066,275992,
290,C.441,5972837,1,9061,275992,
290,C.441,5972836,1,9065,275992,
290,C.441,5972835,1,9062,275992,
290,C.441,5972834,1,9068,275992,
290,C.441,5972833,1,9060,275992,
290,C.441,5972832,1,9070,275992,
290,C.441,5972831,1,9064,275992,
290,C.441,5972830,1,9069,275992,
290,C.441,5972829,1,9063,275992,
290,C.441,5972828,1,9067,275992,
290,C.441,5972827,1,9066,275992,
290,C.441,5972826,1,9061,275992,
290,C.441,5972825,1,9065,275992,
290,C.441,5972824,1,9062,275992,
290,C.441,5972823,1,9068,275992,
290,C.441,5972822,1,9060,275992,
290,C.441,5972821,1,9070,275992,
290,C.441,5972820,1,9064,275992,
290,C.441,5972819,1,9069,275992,
290,C.441,5972818,1,9063,275992,
290,C.441,5972817,1,9067,275992,
290,C.441,5972816,1,9066,275992,
290,C.441,5972815,1,9061,275992,
290,C.441,5972814,1,9065,275992,
290,C.441,5972813,1,9062,275992,
290,C.441,5972812,1,9070,275990,
290,C.441,5972811,1,9068,275992,
290,C.441,5972810,1,9060,275992,
290,C.441,5972809,1,9069,275990,
290,C.441,5972808,1,9064,275992,
290,C.441,5972807,1,9067,275990,
290,C.441,5972806,1,9066,275990,
290,C.441,5972805,1,9063,275992,
290,C.441,5972804,1,9065,275990,
290,C.441,5972803,1,9061,275992,
290,C.441,5972802,1,9062,275992,
290,C.441,5972801,1,9060,275992,
290,C.441,5972800,1,9064,275992,
290,C.441,5972799,1,9063,275992,
290,C.441,5972798,1,9061,275992,
290,C.441,5972797,1,9060,275993,
290,C.441,5972796,1,9062,275992,
290,B.441,5972525,0,9068,275989,
290,B.441,5972524,0,9066,275989,
290,B.441,5972523,0,9069,275989,
290,B.441,5972522,0,9067,275989,
290,B.441,5972521,0,9065,275989,
290,B.441,5972520,0,9068,275989,
290,B.441,5972519,0,9066,275989,
290,B.441,5972518,0,9064,275989,
290,B.441,5972517,0,9069,275989,
290,B.441,5972516,0,9063,275989,
290,B.441,5972515,0,9070,275989,
290,B.441,5972514,0,9067,275989,
290,B.441,5972513,0,9061,275989,
290,B.441,5972512,0,9062,275989,
290,B.441,5972511,0,9065,275989,
290,B.441,5972510,0,9060,275989,
290,B.441,5972509,0,9068,275989,
290,B.441,5972508,0,9064,275989,
290,B.441,5972507,0,9066,275989,
290,B.441,5972506,0,9063,275989,
290,B.441,5972505,0,9069,275989,
290,B.441,5972504,0,9070,275989,
290,B.441,5972503,0,9061,275989,
290,B.441,5972502,0,9067,275989,
290,B.441,5972501,0,9062,275989,
290,B.441,5972500,0,9065,275989,
290,B.441,5972499,0,9060,275989,
290,B.441,5972498,0,9068,275989,
290,B.441,5972497,0,9064,275989,
290,B.441,5972496,0,9066,275989,
290,B.441,5972495,0,9063,275989,
290,B.441,5972494,0,9069,275989,
290,B.441,5972493,0,9070,275989,
290,B.441,5972492,0,9061,275989,
290,B.441,5972491,0,9067,275989,
290,B.441,5972490,0,9062,275989,
290,B.441,5972489,0,9065,275989,
290,B.441,5972488,0,9060,275989,
290,B.441,5972487,0,9068,275989,
290,B.441,5972486,0,9064,275989,
290,B.441,5972485,0,9066,275989,
290,B.441,5972484,0,9063,275989,
290,B.441,5972483,0,9069,275989,
290,B.441,5972482,0,9070,275989,
290,B.441,5972481,0,9061,275989,
290,B.441,5972480,0,9067,275989,
290,B.441,5972479,0,9062,275989,
290,B.441,5972478,0,9065,275989,
290,B.441,5972477,0,9060,275989,
290,B.441,5972476,0,9068,275989,
290,B.441,5972475,0,9064,275989,
290,B.441,5972474,0,9066,275989,
290,B.441,5972473,0,9063,275989,
290,B.441,5972472,0,9069,275989,
290,B.441,5972471,0,9070,275989,
290,B.441,5972470,0,9061,275989,
290,B.441,5972469,0,9067,275989,
290,B.441,5972468,0,9062,275989,
290,B.441,5972467,0,9065,275989,
290,B.441,5972466,0,9060,275989,
290,B.441,5972465,0,9068,275989,
290,B.441,5972464,0,9064,275989,
290,B.441,5972463,0,9066,275989,
290,B.441,5972462,0,9063,275989,
290,B.441,5972461,0,9061,275989,
290,B.441,5972460,0,9062,275989,
290,B.441,5972459,0,9060,275989,
290,B.441,5972795,1,9068,275992,
290,B.441,5972794,1,9066,275992,
290,B.441,5972793,1,9069,275992,
290,B.441,5972792,1,9067,275992,
290,B.441,5972791,1,9065,275992,
290,B.441,5972790,1,9068,275992,
290,B.441,5972789,1,9064,275992,
290,B.441,5972788,1,9066,275992,
290,B.441,5972787,1,9063,275992,
290,B.441,5972786,1,9069,275992,
290,B.441,5972785,1,9070,275992,
290,B.441,5972784,1,9061,275992,
290,B.441,5972783,1,9067,275992,
290,B.441,5972782,1,9062,275992,
290,B.441,5972781,1,9065,275992,
290,B.441,5972780,1,9060,275992,
290,B.441,5972779,1,9068,275992,
290,B.441,5972778,1,9064,275992,
290,B.441,5972777,1,9066,275992,
290,B.441,5972776,1,9063,275992,
290,B.441,5972775,1,9069,275992,
290,B.441,5972774,1,9070,275992,
290,B.441,5972773,1,9061,275992,
290,B.441,5972772,1,9067,275992,
290,B.441,5972771,1,9062,275992,
290,B.441,5972770,1,9065,275992,
290,B.441,5972769,1,9060,275992,
290,B.441,5972768,1,9068,275992,
290,B.441,5972767,1,9064,275992,
290,B.441,5972766,1,9066,275992,
290,B.441,5972765,1,9063,275992,
290,B.441,5972764,1,9069,275992,
290,B.441,5972763,1,9070,275992,
290,B.441,5972762,1,9061,275992,
290,B.441,5972761,1,9067,275992,
290,B.441,5972760,1,9062,275992,
290,B.441,5972759,1,9065,275992,
290,B.441,5972758,1,9060,275992,
290,B.441,5972757,1,9068,275992,
290,B.441,5972756,1,9064,275992,
290,B.441,5972755,1,9066,275992,
290,B.441,5972754,1,9063,275992,
290,B.441,5972753,1,9069,275992,
290,B.441,5972752,1,9070,275992,
290,B.441,5972751,1,9061,275992,
290,B.441,5972750,1,9067,275992,
290,B.441,5972749,1,9062,275992,
290,B.441,5972748,1,9065,275992,
290,B.441,5972747,1,9060,275992,
290,B.441,5972746,1,9068,275992,
290,B.441,5972745,1,9064,275992,
290,B.441,5972744,1,9066,275992,
290,B.441,5972743,1,9070,275990,
290,B.441,5972742,1,9063,275992,
290,B.441,5972741,1,9069,275992,
290,B.441,5972740,1,9061,275992,
290,B.441,5972739,1,9067,275992,
290,B.441,5972738,1,9062,275992,
290,B.441,5972737,1,9068,275990,
290,B.441,5972736,1,9065,275992,
290,B.441,5972735,1,9060,275992,
290,B.441,5972734,1,9066,275990,
290,B.441,5972733,1,9064,275992,
290,B.441,5972732,1,9063,275992,
290,B.441,5972731,1,9061,275992,
290,B.441,5972730,1,9062,275992,
290,B.441,5972729,1,9060,275993,
290,A.441,5972696,1,9063,275992,
290,A.441,5972695,1,9067,275992,
290,A.441,5972694,1,9065,275992,
290,A.441,5972693,1,9069,275992,
290,A.441,5972692,1,9070,275992,
290,A.441,5972691,1,9061,275992,
290,A.441,5972690,1,9068,275992,
290,A.441,5972689,1,9066,275992,
290,A.441,5972688,1,9064,275992,
290,A.441,5972687,1,9062,275992,
290,A.441,5972686,1,9060,275992,
290,A.441,5972685,1,9063,275992,
290,A.441,5972684,1,9067,275992,
290,A.441,5972683,1,9065,275992,
290,A.441,5972682,1,9069,275992,
290,A.441,5972681,1,9070,275992,
290,A.441,5972680,1,9061,275992,
290,A.441,5972679,1,9068,275992,
290,A.441,5972678,1,9066,275992,
290,A.441,5972677,1,9064,275992,
290,A.441,5972676,1,9062,275992,
290,A.441,5972675,1,9060,275992,
290,A.441,5972674,1,9063,275992,
290,A.441,5972673,1,9067,275992,
290,A.441,5972672,1,9065,275992,
290,A.441,5972671,1,9069,275992,
290,A.441,5972670,1,9070,275992,
290,A.441,5972669,1,9061,275992,
290,A.441,5972668,1,9071,275990,
290,A.441,5972667,1,9068,275992,
290,A.441,5972666,1,9066,275992,
290,A.441,5972665,1,9070,275990,
290,A.441,5972664,1,9064,275992,
290,A.441,5972663,1,9062,275992,
290,A.441,5972662,1,9060,275992,
290,A.441,5972661,1,9063,275992,
290,A.441,5972660,1,9069,275990,
290,A.441,5972659,1,9067,275992,
290,A.441,5972658,1,9065,275992,
290,A.441,5972657,1,9068,275990,
290,A.441,5972656,1,9066,275990,
290,A.441,5972655,1,9061,275992,
290,A.441,5972654,1,9064,275990,
290,A.441,5972653,1,9062,275990,
290,A.441,5972652,1,9060,275991,
290,A.441,5972458,0,9060,275989,
290,A.441,5972457,0,9067,275989,
290,A.441,5972456,0,9072,275989,
290,A.441,5972455,0,9070,275989,
290,A.441,5972454,0,9066,275989,
290,A.441,5972453,0,9064,275989,
290,A.441,5972452,0,9062,275989,
290,A.441,5972451,0,9060,275989,
290,A.441,5972450,0,9068,275989,
290,A.441,5972449,0,9067,275989,
290,A.441,5972448,0,9065,275989,
290,A.441,5972447,0,9072,275989,
290,A.441,5972446,0,9069,275989,
290,A.441,5972445,0,9070,275989,
290,A.441,5972444,0,9061,275989,
290,A.441,5972443,0,9066,275989,
290,A.441,5972442,0,9064,275989,
290,A.441,5972441,0,9062,275989,
290,A.441,5972440,0,9060,275989,
290,A.441,5972439,0,9063,275989,
290,A.441,5972438,0,9068,275989,
290,A.441,5972437,0,9067,275989,
290,A.441,5972436,0,9065,275989,
290,A.441,5972435,0,9072,275989,
290,A.441,5972434,0,9069,275989,
290,A.441,5972433,0,9070,275989,
290,A.441,5972432,0,9061,275989,
290,A.441,5972431,0,9068,275989,
290,A.441,5972430,0,9066,275989,
290,A.441,5972429,0,9064,275989,
290,A.441,5972428,0,9062,275989,
290,A.441,5972427,0,9060,275989,
290,A.441,5972426,0,9063,275989,
290,A.441,5972425,0,9067,275989,
290,A.441,5972424,0,9065,275989,
290,A.441,5972423,0,9069,275989,
290,A.441,5972422,0,9070,275989,
290,A.441,5972421,0,9061,275989,
290,A.441,5972420,0,9068,275989,
290,A.441,5972419,0,9066,275989,
290,A.441,5972418,0,9064,275989,
290,A.441,5972417,0,9062,275989,
290,A.441,5972416,0,9060,275989,
290,A.441,5972415,0,9063,275989,
290,A.441,5972414,0,9067,275989,
290,A.441,5972413,0,9065,275989,
290,A.441,5972412,0,9069,275989,
290,A.441,5972411,0,9070,275989,
290,A.441,5972410,0,9061,275989,
290,A.441,5972409,0,9068,275989,
290,A.441,5972408,0,9066,275989,
290,A.441,5972407,0,9064,275989,
290,A.441,5972406,0,9062,275989,
290,A.441,5972405,0,9060,275989,
290,A.441,5972404,0,9063,275989,
290,A.441,5972403,0,9067,275989,
290,A.441,5972402,0,9065,275989,
290,A.441,5972401,0,9069,275989,
290,A.441,5972400,0,9070,275989,
290,A.441,5972399,0,9061,275989,
290,A.441,5972398,0,9068,275989,
290,A.441,5972397,0,9071,275989,
290,A.441,5972396,0,9066,275989,
290,A.441,5972395,0,9064,275989,
290,A.441,5972394,0,9062,275989,
290,A.441,5972393,0,9070,275989,
290,A.441,5972392,0,9060,275989,
290,A.441,5972391,0,9063,275989,
290,A.441,5972728,1,9060,275992,
290,A.441,5972727,1,9067,275992,
290,A.441,5972726,1,9072,275992,
290,A.441,5972725,1,9070,275992,
290,A.441,5972724,1,9066,275992,
290,A.441,5972723,1,9064,275992,
290,A.441,5972722,1,9062,275992,
290,A.441,5972721,1,9060,275992,
290,A.441,5972720,1,9068,275992,
290,A.441,5972719,1,9067,275992,
290,A.441,5972718,1,9065,275992,
290,A.441,5972717,1,9072,275992,
290,A.441,5972716,1,9069,275992,
290,A.441,5972715,1,9070,275992,
290,A.441,5972714,1,9061,275992,
290,A.441,5972713,1,9066,275992,
290,A.441,5972712,1,9064,275992,
290,A.441,5972711,1,9062,275992,
290,A.441,5972710,1,9060,275992,
290,A.441,5972709,1,9063,275992,
290,A.441,5972708,1,9068,275992,
290,A.441,5972707,1,9067,275992,
290,A.441,5972706,1,9065,275992,
290,A.441,5972705,1,9072,275990,
290,A.441,5972704,1,9069,275992,
290,A.441,5972703,1,9070,275992,
290,A.441,5972702,1,9061,275992,
290,A.441,5972701,1,9068,275992,
290,A.441,5972390,0,9067,275989,
290,A.441,5972389,0,9065,275989,
290,A.441,5972388,0,9069,275989,
290,A.441,5972387,0,9061,275989,
290,A.441,5972386,0,9068,275989,
290,A.441,5972385,0,9066,275989,
290,A.441,5972384,0,9064,275989,
290,A.441,5972383,0,9062,275989,
290,A.441,5972382,0,9060,275989,
290,A.441,5972700,1,9066,275992,
290,A.441,5972699,1,9064,275992,
290,A.441,5972698,1,9062,275992,
290,A.441,5972697,1,9060,275992,
200,X.441,5971768,0,9065,275975,
200,X.441,5971767,0,9070,275974,
200,X.441,5971766,0,9068,275975,
200,X.441,5971765,0,9069,275974,
200,X.441,5971764,0,9082,275976,
200,X.441,5971763,0,9083,275976,
200,X.441,5971762,0,9081,275976,
200,X.441,5971761,0,9086,275976,
200,X.441,5971760,0,9063,275974,
200,X.441,5971759,0,9082,275976,
200,X.441,5971758,0,9080,275975,
200,X.441,5971757,0,9083,275976,
200,X.441,5971756,0,9061,275974,
200,X.441,5971755,0,9081,275976,
200,X.441,5971754,0,9086,275976,
200,X.441,5971753,0,9082,275976,
200,X.441,5971752,0,9088,275976,
200,X.441,5971751,0,9080,275976,
200,X.441,5971750,0,9087,275976,
200,X.441,5971749,0,9083,275976,
200,X.441,5971748,0,9085,275976,
200,X.441,5971747,0,9081,275976,
200,X.441,5971746,0,9084,275976,
200,X.441,5971745,0,9086,275976,
200,X.441,5971744,0,9082,275976,
200,X.441,5971743,0,9088,275976,
200,X.441,5971742,0,9080,275976,
200,X.441,5971741,0,9087,275976,
200,X.441,5971740,0,9083,275976,
200,X.441,5971739,0,9085,275976,
200,X.441,5971738,0,9081,275976,
200,X.441,5971737,0,9084,275976,
200,X.441,5971736,0,9086,275976,
200,X.441,5971735,0,9082,275976,
200,X.441,5971734,0,9088,275976,
200,X.441,5971733,0,9080,275976,
200,X.441,5971732,0,9087,275976,
200,X.441,5971731,0,9083,275976,
200,X.441,5971730,0,9085,275976,
200,X.441,5971729,0,9081,275976,
200,X.441,5971728,0,9084,275976,
200,X.441,5971727,0,9086,275976,
200,X.441,5971726,0,9082,275976,
200,X.441,5971725,0,9088,275976,
200,X.441,5971724,0,9080,275976,
200,X.441,5971723,0,9087,275976,
200,X.441,5971722,0,9083,275976,
200,X.441,5971721,0,9085,275976,
200,X.441,5971720,0,9081,275976,
200,X.441,5971719,0,9084,275976,
200,X.441,5971718,0,9086,275976,
200,X.441,5971717,0,9088,275977,
200,X.441,5971716,0,9082,275976,
200,X.441,5972055,1,9082,275980,
200,X.441,5972054,1,9083,275980,
200,X.441,5972053,1,9081,275980,
200,X.441,5972052,1,9082,275979,
200,X.441,5972051,1,9086,275980,
200,X.441,5972050,1,9083,275979,
200,X.441,5972049,1,9081,275979,
200,X.441,5972048,1,9086,275979,
200,X.441,5972047,1,9082,275979,
200,X.441,5972046,1,9080,275979,
200,X.441,5972045,1,9088,275980,
200,X.441,5972044,1,9083,275979,
200,X.441,5972043,1,9087,275980,
200,X.441,5972042,1,9081,275979,
200,X.441,5972041,1,9085,275980,
200,X.441,5972040,1,9086,275979,
200,X.441,5971715,0,9087,275977,
200,X.441,5971714,0,9080,275976,
200,X.441,5971713,0,9085,275977,
200,X.441,5971712,0,9083,275976,
200,X.441,5971711,0,9081,275976,
200,X.441,5971710,0,9084,275976,
200,X.441,5971709,0,9082,275976,
200,X.441,5971708,0,9080,275976,
200,X.441,5971707,0,9083,275977,
200,X.441,5971706,0,9081,275978,
200,X.441,5972039,1,9084,275980,
200,X.441,5972038,1,9082,275979,
200,X.441,5972037,1,9088,275979,
200,X.441,5972036,1,9080,275979,
200,X.441,5972035,1,9087,275981,
200,X.441,5972034,1,9083,275979,
200,X.441,5972033,1,9085,275979,
200,X.441,5972032,1,9081,275979,
200,X.441,5972031,1,9084,275979,
200,X.441,5972030,1,9086,275979,
200,X.441,5972029,1,9082,275981,
200,X.441,5972028,1,9088,275981,
200,X.441,5972027,1,9080,275979,
200,X.441,5972026,1,9087,275979,
200,X.441,5972025,1,9083,275981,
200,X.441,5972024,1,9085,275979,
200,X.441,5972023,1,9081,275981,
200,X.441,5972022,1,9084,275981,
200,X.441,5972021,1,9086,275981,
200,X.441,5972020,1,9082,275979,
200,X.441,5972019,1,9088,275979,
200,X.441,5972018,1,9080,275981,
200,X.441,5972017,1,9087,275979,
200,X.441,5972016,1,9083,275979,
200,X.441,5972015,1,9085,275979,
200,X.441,5972014,1,9081,275979,
200,X.441,5972013,1,9084,275979,
200,X.441,5972012,1,9086,275979,
200,X.441,5972011,1,9082,275979,
200,X.441,5972010,1,9088,275979,
200,X.441,5972009,1,9080,275979,
200,X.441,5972008,1,9087,275979,
200,X.441,5972007,1,9083,275979,
200,X.441,5972006,1,9085,275979,
200,X.441,5972005,1,9081,275979,
200,X.441,5972004,1,9084,275979,
200,X.441,5972003,1,9086,275982,
200,X.441,5972002,1,9070,275983,
200,X.441,5972001,1,9082,275979,
200,X.441,5972000,1,9069,275983,
200,X.441,5971999,1,9080,275979,
200,X.441,5971998,1,9067,275983,
200,X.441,5971997,1,9083,275979,
200,X.441,5971996,1,9066,275983,
200,X.441,5971995,1,9065,275983,
200,X.441,5971994,1,9081,275979,
200,X.441,5971993,1,9084,275982,
200,X.441,5971992,1,9082,275982,
200,X.441,5971991,1,9080,275982,
200,X.441,5971990,1,9064,275982,
200,X.441,5971989,1,9063,275982,
200,X.441,5971988,1,9061,275982,
200,C.441,5971705,0,9065,275975,
200,C.441,5971704,0,9070,275974,
200,C.441,5971703,0,9068,275975,
200,C.441,5971702,0,9069,275974,
200,C.441,5971701,0,9082,275976,
200,C.441,5971700,0,9083,275976,
200,C.441,5971699,0,9081,275976,
200,C.441,5971698,0,9086,275976,
200,C.441,5971697,0,9063,275974,
200,C.441,5971696,0,9082,275976,
200,C.441,5971695,0,9080,275975,
200,C.441,5971694,0,9083,275976,
200,C.441,5971693,0,9061,275974,
200,C.441,5971692,0,9081,275976,
200,C.441,5971691,0,9086,275976,
200,C.441,5971690,0,9082,275976,
200,C.441,5971689,0,9088,275976,
200,C.441,5971688,0,9080,275976,
200,C.441,5971687,0,9087,275976,
200,C.441,5971686,0,9083,275976,
200,C.441,5971685,0,9085,275976,
200,C.441,5971684,0,9081,275976,
200,C.441,5971683,0,9084,275976,
200,C.441,5971682,0,9086,275976,
200,C.441,5971681,0,9082,275976,
200,C.441,5971680,0,9088,275976,
200,C.441,5971679,0,9080,275976,
200,C.441,5971678,0,9087,275976,
200,C.441,5971677,0,9083,275976,
200,C.441,5971676,0,9085,275976,
200,C.441,5971675,0,9081,275976,
200,C.441,5971674,0,9084,275976,
200,C.441,5971673,0,9086,275976,
200,C.441,5971672,0,9082,275976,
200,C.441,5971671,0,9088,275976,
200,C.441,5971670,0,9080,275976,
200,C.441,5971669,0,9087,275976,
200,C.441,5971668,0,9083,275976,
200,C.441,5971667,0,9085,275976,
200,C.441,5971666,0,9081,275976,
200,C.441,5971665,0,9084,275976,
200,C.441,5971664,0,9086,275976,
200,C.441,5971663,0,9082,275976,
200,C.441,5971662,0,9088,275976,
200,C.441,5971661,0,9080,275976,
200,C.441,5971660,0,9087,275976,
200,C.441,5971659,0,9083,275976,
200,C.441,5971658,0,9085,275976,
200,C.441,5971657,0,9081,275976,
200,C.441,5971656,0,9084,275976,
200,C.441,5971655,0,9086,275976,
200,C.441,5971654,0,9088,275977,
200,C.441,5971653,0,9082,275976,
200,C.441,5971652,0,9087,275977,
200,C.441,5971651,0,9080,275976,
200,C.441,5971650,0,9085,275977,
200,C.441,5971649,0,9083,275976,
200,C.441,5971648,0,9081,275976,
200,C.441,5971647,0,9084,275976,
200,C.441,5971646,0,9082,275976,
